account_id,fraud_probability,anomaly_score,declared_income_annual,total_deposits_90d,total_withdrawals_90d,num_deposits_90d,num_withdrawals_90d,deposit_withdraw_cycle_days_avg,vpn_usage_pct,countries_accessed_count,device_shared_count,ip_shared_count,account_age_days,kyc_face_match_score,deposits_vs_income_ratio
ACC-002614,0.04755839110763266,0.5626921872439716,62174.02640797732,16036.949999999999,5386.799999999999,6,12,1.0,18.3,7,0,2,80,0.826,1.031745710987922
ACC-002615,0.1251609965520298,1.0,53268.94004214254,23853.420000000002,23292.69,39,36,1.1333333333333333,76.2,5,49,46,2000,0.366,1.791169970946398
ACC-002616,0.1251609965520298,1.0,77602.04952569683,47079.93,39179.520000000004,9,6,1.0,58.3,1,3,0,879,0.933,2.4267358109890327
ACC-002617,0.04755839110763266,0.5824632861449535,63646.81362447884,15084.54,10837.02,9,3,2.4166666666666665,15.0,2,2,1,635,0.8,0.9480160045974032
ACC-002618,0.04755839110763266,0.5829291614388229,11054.341176896469,2206.38,1962.3600000000001,24,9,2.5375,21.0,2,0,0,232,0.919,0.7983721462026205
ACC-002619,0.04755839110763266,0.5816891902085976,79853.62415682373,29114.97,25769.04,9,24,2.245833333333333,6.9,4,0,1,430,0.912,1.458417355390096
ACC-002620,0.04755839110763266,0.5005163534932225,31872.051802335885,7054.86,5300.85,21,21,1.6166666666666665,14.799999999999999,6,1,3,344,0.731,0.8853967375676242
ACC-002621,0.04755839110763266,0.49292220577103335,49160.34042169391,12885.99,7626.33,30,6,1.0,21.2,3,0,1,985,0.933,1.0484859542748812
ACC-002622,0.04755839110763266,0.7392766559839378,42543.65243920775,6224.700000000001,4197.9,12,12,1.0,14.6,1,3,0,223,0.935,0.5852527737591616
ACC-002623,0.04755839110763266,0.6501270502918006,15117.246054542473,2543.91,1974.87,27,6,1.0,20.7,4,0,1,244,0.948,0.6731124765831631
ACC-002624,0.04755839110763266,0.7503342302870942,74218.60626786828,20503.62,9753.869999999999,6,6,1.125,33.4,1,2,1,830,0.752,1.1050393085944683
ACC-002625,0.1251609965520298,0.673483246790062,25160.134441618804,5124.36,2946.8999999999996,18,9,21.879166666666666,38.6,1,0,4,1523,0.761,0.8146781504066387
ACC-002626,0.04755839110763266,0.5220161089050255,46412.071552313384,7043.49,4933.11,30,18,9.929166666666667,14.6,4,0,1,273,0.795,0.6070389980978015
ACC-002627,0.1251609965520298,1.0,93690.5523454214,30968.760000000002,31451.67,42,39,0.3541666666666667,85.7,6,49,47,160,0.25,1.322172102352599
ACC-002628,0.04755839110763266,0.7576012764318184,21364.625144008445,4232.13,2938.32,24,15,2.3583333333333334,28.299999999999997,3,0,1,1140,0.701,0.7923616793498729
ACC-002629,0.04755839110763266,0.47382148850924644,103047.41198258335,21064.739999999998,8164.799999999999,9,15,4.079166666666667,11.0,4,0,1,161,0.74,0.8176714653864828
ACC-002630,0.04755839110763266,0.4643838417477164,46661.7720178613,11764.53,6490.32,15,27,1.0,2.7,1,1,2,305,0.922,1.0084941850422962
ACC-002631,0.04755839110763266,0.7588806007761751,48997.454259853585,12573.48,4541.04,6,9,1.7291666666666667,24.2,4,3,1,72,0.729,1.0264600616677964
ACC-002632,0.04755839110763266,0.6285379051639215,65088.186280178925,20389.050000000003,16436.82,24,6,2.8125,22.1,4,0,1,2500,0.809,1.2530102520034996
ACC-002633,0.04755839110763266,0.4297128490441086,47523.908044295866,7524.51,3623.7300000000005,12,3,4.033333333333333,13.200000000000001,3,0,5,515,0.609,0.6333243746079777
ACC-002634,0.04755839110763266,0.6694236731902476,33640.16132159699,5870.76,5023.83,24,12,1.0250000000000001,20.7,4,0,0,1003,0.714,0.698067164043718
ACC-002635,0.04755839110763266,0.865250072338617,29556.64782063549,4853.37,3750.57,27,15,1.0,16.7,5,2,0,271,0.979,0.6568243338060432
ACC-002636,0.04755839110763266,0.829064500771412,170980.97187548585,32649.42,15971.579999999998,9,15,3.3166666666666664,15.4,1,2,1,245,0.924,0.7638139498368288
ACC-002637,0.04755839110763266,0.6897584608932907,57612.25045106429,11105.61,7353.210000000001,18,27,1.2541666666666667,11.700000000000001,4,2,0,363,0.867,0.7710595507321852
ACC-002638,0.1251609965520298,0.6734344579601583,36901.49790522845,5337.12,3012.18,15,12,1.0,78.82361746818134,3,1,0,338,0.778,0.5785259869035636
ACC-002639,0.04755839110763266,0.8496515980342723,72041.89893520804,36584.520000000004,28668.75,21,18,1.0,11.3,2,1,1,2500,0.867,2.0312905377525823
ACC-002640,0.04755839110763266,0.5288832417329353,101496.12183796443,27073.44,19270.62,12,15,1.0,18.5,3,1,2,600,0.922,1.0669748686173728
ACC-002641,0.04755839110763266,0.9834654059454256,300000.0,55295.43000000001,38280.090000000004,15,12,1.0,9.5,4,0,1,794,0.717,0.7372722329250327
ACC-002642,0.04755839110763266,0.37873944358495115,58322.258256436166,12368.82,9100.74,39,9,14.525,21.4,3,0,2,412,0.781,0.8483090179441624
ACC-002643,0.04755839110763266,0.5439653698718582,43379.97495521235,10650.99,5887.35,27,15,1.3083333333333333,28.000000000000004,1,1,0,436,0.992,0.9821117180226304
ACC-002644,0.04755839110763266,0.770026411507181,14549.226268365946,3399.33,1863.8999999999999,24,24,1.0,15.1,4,1,1,796,0.716,0.9345719041628496
ACC-002645,0.1251609965520298,0.43854291657271394,56104.20379746982,10876.86,5555.43,21,9,3.341666666666667,38.4,3,1,1,389,0.871,0.7754745971640542
ACC-002646,0.04755839110763266,0.6595455926579195,41956.94674664328,16161.03,6402.36,21,6,1.0,22.8,3,1,3,1639,0.765,1.5407245572449535
ACC-002647,0.04755839110763266,0.7549233383845319,62318.586449379945,15930.21,8243.130000000001,18,21,1.8041666666666665,4.3,2,2,1,176,0.878,1.0225019826615798
ACC-002648,0.04755839110763266,0.5009280145315383,61595.954915924696,15165.329999999998,10298.34,27,21,1.1208333333333333,4.7,4,1,2,1361,0.9,0.9848258003269524
ACC-002649,0.04755839110763266,0.9799612903275541,122324.49340960647,56755.049999999996,27727.08,12,6,8.612499999999999,27.700000000000003,4,0,1,1298,0.858,1.8558845856248587
ACC-002650,0.04755839110763266,0.7998490354084349,66490.72777092812,41712.3,17362.29,24,18,1.0,13.600000000000001,3,1,0,2500,0.907,2.5093596843138397
ACC-002651,0.04755839110763266,0.8075047686603064,62464.32326827463,16125.93,14100.630000000001,15,18,2.3916666666666666,12.6,1,3,2,70,0.799,1.0326488721502165
ACC-002652,0.04755839110763266,0.5132938654262934,65612.23600101212,18811.829999999998,12211.89,36,12,1.3708333333333333,4.6,3,1,1,1187,0.949,1.1468484316619931
ACC-002653,0.04755839110763266,0.6395572966791147,48713.128729894175,6404.3099999999995,2045.25,27,6,1.0,19.900000000000002,3,0,0,207,0.806,0.5258800736167795
ACC-002654,0.04755839110763266,0.8495858724717597,136899.19425251603,35487.87,27286.409999999996,24,18,1.2666666666666666,5.0,3,1,0,987,0.561,1.0369055514240073
ACC-002655,0.04755839110763266,0.8790169224102192,75186.61379100182,28950.090000000004,20403.54,12,6,1.0,3.3000000000000003,2,3,2,980,0.983,1.540172418277779
ACC-002656,0.04755839110763266,0.7689079302553951,93447.55872171988,10346.19,5518.59,18,6,1.0,22.0,2,2,0,171,0.9,0.4428663369001468
ACC-002657,0.04755839110763266,0.8216379332316242,50970.205544033466,6851.01,4921.68,21,3,1.0,24.4,5,2,0,823,0.933,0.5376470603842741
ACC-002658,0.04755839110763266,0.727791094703088,30837.65818086016,18880.68,16023.119999999999,24,18,1.0,27.1,5,1,0,287,0.877,2.449040952615374
ACC-002659,0.04755839110763266,0.6300641432762718,32685.578404191365,5783.4,2483.31,6,12,1.0,21.2,6,1,0,202,0.659,0.7077626049086728
ACC-002660,0.1251609965520298,0.9059064214813457,144938.6092698138,43853.97,27059.04,21,18,2.3249999999999997,51.4,3,0,0,61,0.793,1.2102768764079537
ACC-002661,0.04755839110763266,1.0,181579.65698959632,53199.299999999996,40587.45,18,9,1.4875,9.8,4,2,0,1653,0.854,1.1719217306482403
ACC-002662,0.04755839110763266,0.504306722924058,37361.43390094591,11940.48,4178.3099999999995,9,27,1.0,36.6,3,0,1,368,0.542,1.2783752856272763
ACC-002663,0.04755839110763266,0.6032347288678122,30573.41424443714,10152.72,7625.400000000001,15,18,1.0,11.200000000000001,3,1,1,141,0.816,1.32830865715672
ACC-002664,0.1251609965520298,0.9613231410758183,35970.01686998752,13145.73,13051.02,60,54,0.1125,95.7,5,49,51,75,0.646,1.4618536012795338
ACC-002665,0.04755839110763266,0.798812429886851,44287.196371031634,15466.59,9769.77,15,18,1.4375,14.499999999999998,3,2,2,448,0.825,1.3969349805989273
ACC-002666,0.04755839110763266,0.5806763503205112,22642.275674236764,5573.43,4296.33,18,9,1.0,15.1,6,0,0,160,0.816,0.9846038371222652
ACC-002667,0.04755839110763266,0.5224675124689424,27906.152394016804,5996.37,4210.86,18,6,8.508333333333333,9.8,1,1,2,163,0.792,0.8595069543787399
ACC-002668,0.04755839110763266,0.7351186031932225,56389.15587420443,9188.58,4544.7300000000005,24,12,1.0208333333333333,7.3,2,2,1,1221,0.93,0.6517969867678993
ACC-002669,0.04755839110763266,0.7835406768687165,231038.72028805103,41027.100000000006,15909.300000000001,12,9,1.0,28.199999999999996,4,0,2,498,0.99,0.7103068329030223
ACC-002670,0.04755839110763266,1.0,163413.4735682083,33724.89,29588.340000000004,9,9,1.0,17.7,2,2,2,211,0.757,0.8255109468858737
ACC-002671,0.04755839110763266,0.7773392535693513,41136.87895122569,7877.3099999999995,5084.16,24,15,3.358333333333333,7.1,5,2,0,275,0.776,0.7659616839149491
ACC-002672,0.04755839110763266,0.8073649560767397,25422.787493269476,7153.62,5203.86,27,15,1.5999999999999999,16.6,6,3,1,279,0.91,1.1255455591395798
ACC-002673,0.1251609965520298,1.0,35026.601352167054,27059.760000000002,25348.739999999998,42,36,1.2833333333333334,37.9,6,49,49,495,0.427,3.090194539379548
ACC-002674,0.04755839110763266,0.5110758079041303,53242.64496786044,14361.93,10712.49,24,3,1.9083333333333332,13.3,5,1,2,1034,0.51,1.0789796414112631
ACC-002675,0.04755839110763266,0.4611901322822287,62451.650711015944,9193.349999999999,3601.0199999999995,24,15,1.0,11.700000000000001,2,0,1,280,0.893,0.5888303360984465
ACC-002676,0.04755839110763266,0.5481319404447208,40359.34399804522,6986.9400000000005,3025.05,15,15,6.529166666666666,2.8000000000000003,6,1,3,345,0.898,0.6924739078946631
ACC-002677,0.04755839110763266,0.5213167124598479,41289.060950038926,11662.23,9472.56,18,15,2.1166666666666667,18.5,3,0,1,707,0.896,1.1298139714534283
ACC-002678,0.1251609965520298,0.8935755321261504,49736.61546436931,15594.99,14292.18,24,30,0.26666666666666666,82.69999999999999,4,49,53,49,0.381,1.2542071343503498
ACC-002679,0.04755839110763266,0.6126031704578541,47491.89276731335,5688.8099999999995,3264.2999999999997,36,12,2.7583333333333333,18.0,2,1,1,493,0.893,0.479139196326736
ACC-002680,0.04755839110763266,0.45739771456806355,49988.364447692715,12970.89,5376.99,18,6,1.0,22.8,5,1,1,135,0.895,1.037913789562693
ACC-002681,0.1251609965520298,0.478310882648499,68656.9807902531,13684.68,8779.59,36,18,2.3916666666666666,55.50000000000001,5,1,0,314,0.807,0.7972776918805213
ACC-002682,0.04755839110763266,0.46306785186511923,95037.77757799286,23617.65,13683.24,15,18,5.6499999999999995,13.600000000000001,1,1,0,376,0.813,0.9940322701147064
ACC-002683,0.04755839110763266,0.8790681101358044,66241.97579280075,23114.94,17175.78,12,15,2.3916666666666666,3.8,4,2,1,64,0.913,1.39578727356694
ACC-002684,0.04755839110763266,0.7813108346876328,83853.70379498269,17339.550000000003,8411.58,18,9,1.0,22.5,1,3,2,649,0.695,0.8271340192130321
ACC-002685,0.04755839110763266,0.9056375868074897,150696.35081248896,36129.63,19973.31,15,6,1.2,15.7,4,2,0,778,0.975,0.9590047604641924
ACC-002686,0.04755839110763266,0.3642890536405583,48651.66182710548,7820.52,3446.1000000000004,9,9,6.995833333333334,7.199999999999999,3,0,0,442,0.981,0.6429818287700518
ACC-002687,0.04755839110763266,0.4772492792723076,89923.50006258624,23822.1,8616.33,9,18,1.0,13.600000000000001,5,1,0,174,0.843,1.0596606146499388
ACC-002688,0.1251609965520298,0.9200006671019568,22073.409756713434,14646.93,12709.71,45,42,0.1,98.0,5,49,54,537,0.35,2.6542193547220903
ACC-002689,0.04755839110763266,0.5096588591778421,58811.81727086175,6867.210000000001,5762.01,24,9,1.55,11.1,2,0,0,1124,0.894,0.4670636038240315
ACC-002690,0.04755839110763266,0.45920901463939345,43176.06220594024,9261.900000000001,5465.61,21,18,1.0,5.0,1,0,0,324,0.828,0.8580582438446647
ACC-002691,0.04755839110763266,0.6442890877678997,64660.45333327797,14074.68,8762.01,15,6,1.0,15.8,2,2,0,895,0.909,0.8706822275874355
ACC-002692,0.1251609965520298,0.7232932150054261,105573.21063710848,29306.79,21818.91,24,9,1.0,38.7,2,3,1,621,0.911,1.110386925829233
ACC-002693,0.04755839110763266,0.7274232891960084,34863.21862461483,13809.93,11304.03,30,27,5.945833333333333,16.5,1,0,0,60,0.753,1.584469878164169
ACC-002694,0.04755839110763266,0.6787591440090778,119246.66024444698,19668.96,6173.73,33,15,1.0,28.4,3,1,1,240,0.68,0.6597743674794241
ACC-002695,0.04755839110763266,0.42257892070015196,52118.87990368465,13601.25,5096.67,12,9,2.3249999999999997,33.6,3,1,0,680,0.932,1.0438642115444436
ACC-002696,0.04755839110763266,0.5420744745768834,59311.63023749653,25040.58,13933.349999999999,18,12,1.0,4.6,2,0,3,460,0.901,1.688746129448789
ACC-002697,0.04755839110763266,0.6078783865778303,38194.978678662286,8584.14,3602.49,18,15,2.0,34.4,5,0,3,1032,0.928,0.8989794578167326
ACC-002698,0.04755839110763266,0.5553195610693118,24212.83249058835,8236.41,4815.57,24,9,1.0,13.200000000000001,3,1,1,511,0.814,1.3606677197616874
ACC-002699,0.04755839110763266,0.7444274334851894,40283.057234884574,8763.99,5861.58,9,12,2.3249999999999997,18.8,7,2,1,772,0.886,0.870241984215114
ACC-002700,0.04755839110763266,0.5223840248852426,86813.91495031945,21164.79,12574.14,24,6,1.0,7.9,2,2,0,288,0.916,0.9751792945227536
ACC-002701,0.04755839110763266,0.47981339841657517,31201.33049349068,5308.200000000001,3756.12,6,15,1.0,7.1,2,1,0,563,0.771,0.6805087835548783
ACC-002702,0.04755839110763266,0.901400225170907,81059.47941785303,28468.68,8868.0,9,12,1.0,31.0,7,2,0,145,0.846,1.4048291659707497
ACC-002703,0.04755839110763266,0.7627798378113828,28788.895443004447,8011.200000000001,5007.12,6,3,1.0,16.2,5,2,0,962,0.893,1.1130971228530897
ACC-002704,0.04755839110763266,0.7413296597777822,25465.28072491851,3370.5299999999997,2467.11,15,15,1.5041666666666667,24.7,4,0,1,529,0.878,0.5294296150538822
ACC-002705,0.04755839110763266,0.8456127247842805,41152.55906627924,12910.14,11593.14,27,12,3.0666666666666664,15.2,5,2,1,119,0.638,1.254855200241631
ACC-002706,0.04755839110763266,0.4944409667711427,41427.6425372528,10967.369999999999,3982.56,18,15,2.2666666666666666,16.5,3,1,1,321,0.845,1.0589431481230738
ACC-002707,0.04755839110763266,0.7486618195050867,123150.6753292192,31210.620000000003,9580.92,24,12,1.0,36.0,2,1,2,2500,0.857,1.013737254300311
ACC-002708,0.1251609965520298,0.6620518571666836,103864.68911686217,9515.789999999999,4514.43,42,12,1.0,37.0,1,0,0,333,0.97,0.366469272062176
ACC-002709,0.04755839110763266,0.451327676097694,42584.348765536575,9372.03,4660.5,15,12,1.1333333333333333,10.9,3,0,3,296,0.783,0.8803255793690469
ACC-002710,0.04755839110763266,0.5672257524404499,108721.00815753164,12804.420000000002,10050.33,18,3,5.483333333333333,8.4,3,0,1,188,0.787,0.4710928423282205
ACC-002711,0.04755839110763266,0.5662241412901825,63527.25371057317,22541.31,10165.11,21,24,1.0,14.2,2,0,1,137,0.884,1.4193164804219214
ACC-002712,0.1251609965520298,0.8213140824469222,28653.604865484765,12317.49,5515.35,9,6,30.0,59.501045515933924,2,4,2,151,0.863,1.7195031081992105
ACC-002713,0.04755839110763266,0.7672921156943464,49314.09224676766,12499.829999999998,10278.150000000001,30,15,6.070833333333333,26.0,2,2,0,2500,0.979,1.013894867088107
ACC-002714,0.1251609965520298,0.613017031094495,40076.08638028839,19431.75,10832.91,21,9,8.924999999999999,59.3,1,1,1,581,0.819,1.9394856582290911
ACC-002715,0.04755839110763266,0.5248758349837264,84070.86179636027,15403.439999999999,10701.960000000001,15,21,1.0,25.8,5,1,1,98,0.964,0.7328788439454016
ACC-002716,0.04755839110763266,0.6227762111762939,32524.23168401065,12746.25,5414.91,30,0,1.625,9.0,3,0,1,411,0.842,1.5676012016907883
ACC-002717,0.04755839110763266,0.5399154571308118,46993.17368444493,12036.18,7959.450000000001,15,12,3.15,4.1000000000000005,2,1,1,1128,0.536,1.0245056650437638
ACC-002718,0.04755839110763266,0.3522716848735222,72981.64954533453,14566.47,12188.07,9,18,1.5,11.700000000000001,3,1,2,616,0.841,0.7983632405133413
ACC-002719,0.04755839110763266,0.7538419436493999,52979.51613748658,26926.08,19893.420000000002,3,3,2.0458333333333334,18.5,1,1,0,101,0.476,2.0329428215066816
ACC-002720,0.04755839110763266,1.0,93001.41358139485,39314.13,15085.86,45,12,1.5875000000000001,25.5,1,2,1,771,0.838,1.6909039791176523
ACC-002721,0.04755839110763266,0.4663119581912863,66515.67402357435,17496.9,6631.14,21,15,6.495833333333334,23.400000000000002,2,1,1,415,0.846,1.0521963523713662
ACC-002722,0.04755839110763266,0.5660560819919972,29524.660265139784,5688.36,2054.1000000000004,6,27,1.0,16.400000000000002,2,0,1,499,0.816,0.7706569366106968
ACC-002723,0.04755839110763266,0.4328934246955726,78175.5459315801,16865.07,14359.02,21,9,1.0,8.200000000000001,3,0,0,2500,0.896,0.8629338620191395
ACC-002724,0.04755839110763266,0.6247727252162462,131388.2146317796,20227.02,13468.5,18,21,1.0,24.099999999999998,2,0,2,395,0.818,0.6157943328352641
ACC-002725,0.1251609965520298,0.559504077949771,59985.72089168012,9580.74,2974.14,9,12,1.0166666666666666,46.400000000000006,4,0,0,200,0.882,0.6388685763049408
ACC-002726,0.04755839110763266,0.8247811011171715,71062.482989135,12908.849999999999,10367.73,36,12,1.0,17.299999999999997,5,2,1,71,0.833,0.7266197041674943
ACC-002727,0.04755839110763266,0.9254531162333782,31850.259003678064,14811.78,7345.41,15,15,2.191666666666667,18.0,5,2,0,201,0.767,1.8601777162078013
ACC-002728,0.04755839110763266,0.42279579073192924,37376.29185268782,8242.650000000001,5817.299999999999,18,15,1.0,12.6,6,1,0,190,0.938,0.8821267623798131
ACC-002729,0.04755839110763266,0.9310436888152541,162367.04474722175,41613.96,33753.659999999996,15,12,5.325,13.5,3,1,2,59,0.871,1.0251825576758204
ACC-002730,0.04755839110763266,0.6163850460131458,123601.1693309567,16404.84,12341.939999999999,12,12,1.0,6.0,2,1,1,789,0.73,0.5308959582355196
ACC-002731,0.04755839110763266,0.7050518906509883,64611.79958884786,27854.94,22088.4,18,18,1.0,23.0,3,1,2,668,0.955,1.724449111145594
ACC-002732,0.04755839110763266,0.5245235418742787,61623.45664716745,9282.150000000001,7263.8099999999995,15,15,9.3125,24.2,3,1,3,394,0.617,0.6025072972598151
ACC-002733,0.04755839110763266,0.7202157073840298,85034.53987548928,45932.07,17889.09,24,21,1.0,8.799999999999999,4,0,2,148,0.856,2.160631714912994
ACC-002734,0.04755839110763266,0.6383258691796122,31674.72054227475,11172.84,5950.62,24,9,2.620833333333333,0.6,3,1,2,517,0.909,1.4109472202303397
ACC-002735,0.04755839110763266,0.7215406051426009,120060.5374118667,30081.18,25526.489999999998,15,12,1.0,11.600000000000001,3,1,1,756,0.922,1.0022008469689714
ACC-002736,0.04755839110763266,0.6264938625463311,92798.9949838894,27000.120000000003,9619.289999999999,15,6,1.9583333333333333,17.5,4,1,3,2361,0.521,1.1638108507959268
ACC-002737,0.1251609965520298,1.0,60531.45832507627,29161.5,25349.64,45,51,1.6125,74.7,8,49,49,83,0.591,1.92703113023786
ACC-002738,0.04755839110763266,0.5262512843314084,56266.31331354811,13266.869999999999,5782.799999999999,21,21,2.2958333333333334,30.8,7,0,2,639,0.545,0.9431485828126888
ACC-002739,0.04755839110763266,0.3815300682480662,55314.073450487944,11573.31,7763.25,21,9,11.591666666666667,29.799999999999997,8,1,6,477,0.894,0.8369162507921282
ACC-002740,0.04755839110763266,0.9118308499779263,44777.54742202636,15137.550000000001,7511.789999999999,30,12,1.1500000000000001,2.3,3,3,1,332,0.706,1.3522448653116146
ACC-002741,0.1251609965520298,0.580796309269156,50445.94548510621,15392.939999999999,13694.25,12,3,3.029166666666667,42.9,4,1,0,881,0.978,1.2205482193373534
ACC-002742,0.04755839110763266,0.4441287248422589,87843.45437978616,17733.15,10901.16,24,18,3.475,15.2,4,1,3,382,0.845,0.8074891638091429
ACC-002743,0.04755839110763266,0.745882628826727,69513.5766003355,47461.95,18496.77,15,18,1.2166666666666666,12.7,1,0,2,348,0.621,2.731089282136577
ACC-002744,0.04755839110763266,0.9345426981186317,56650.90430596366,32433.510000000002,26208.120000000003,21,15,1.2750000000000001,5.4,3,2,0,280,0.956,2.290060697496209
ACC-002745,0.04755839110763266,0.4263974242662528,96510.94245302858,22609.32,12230.099999999999,27,15,1.0,6.5,2,1,1,300,0.653,0.9370672789278902
ACC-002746,0.04755839110763266,0.618089119618763,123512.68905681389,13985.73,11345.039999999999,12,18,2.7458333333333336,21.6,2,1,2,565,0.637,0.4529329332016049
ACC-002747,0.1251609965520298,0.5584991488626022,36978.01960218472,9033.57,5114.01,15,12,1.0,39.1,2,1,1,751,0.882,0.9771838863517212
ACC-002748,0.04755839110763266,1.0,164917.63650248328,97009.62,83409.0,12,24,1.7750000000000001,12.3,7,2,1,196,0.685,2.3529231663754584
ACC-002749,0.04755839110763266,0.5427881229166883,108625.76055736409,33918.75,11304.960000000001,12,3,3.5708333333333333,4.2,3,1,2,498,0.684,1.2490127258905233
ACC-002750,0.04755839110763266,1.0,24909.051155665686,22645.41,21001.920000000002,48,48,0.4041666666666666,30.8,4,49,46,94,0.47,3.6364943292792127
ACC-002751,0.04755839110763266,0.9356799695876152,300000.0,105206.25,60849.56999999999,15,15,2.3333333333333335,9.8,1,0,2,757,0.954,1.402749840620031
ACC-002752,0.04755839110763266,0.7787241094259396,98753.80190249317,24317.07,12680.91,9,12,1.0,19.3,2,3,2,1756,0.749,0.9849578470761904
ACC-002753,0.04755839110763266,1.0,38548.76053141292,30000.06,30432.989999999998,45,42,1.2208333333333334,30.0,6,49,54,664,0.444,3.112947166335892
ACC-002754,0.1251609965520298,0.42404353314782944,36009.23681291261,10220.52,4463.9400000000005,27,9,1.0,37.4,2,1,0,293,0.935,1.1353214300061651
ACC-002755,0.1251609965520298,0.7629670481607452,26705.836389640725,11974.92,5838.299999999999,24,18,1.1208333333333333,38.3,3,0,2,1124,0.894,1.7936035894250182
ACC-002756,0.04755839110763266,1.0,138761.30057885885,56499.33,41634.18,12,24,1.0,20.599999999999998,4,1,0,117,0.751,1.6286770460611937
ACC-002757,0.04755839110763266,0.5624069552078624,133617.96534316786,28955.07,20802.27,24,21,4.4875,9.2,2,0,2,545,0.973,0.8668015122928218
ACC-002758,0.1251609965520298,1.0,173146.20505066746,43989.51,36567.96,18,12,3.1791666666666667,43.4,2,3,0,2500,0.952,1.0162396794954578
ACC-002759,0.04755839110763266,0.7168655269949009,94867.39909450305,31575.21,27275.52,15,9,1.9625000000000001,34.300000000000004,3,1,0,167,0.908,1.3313403863476267
ACC-002760,0.04755839110763266,0.6441449790255028,163675.78352723204,31678.98,23317.59,12,9,1.0,7.9,4,0,2,291,0.981,0.7741885944588157
ACC-002761,0.04755839110763266,0.9299146743238643,22741.771294473412,14228.52,10162.83,18,15,1.1458333333333333,18.099999999999998,4,3,0,323,0.702,2.502623974920894
ACC-002762,0.04755839110763266,0.3454302789352199,57686.43232716767,12283.650000000001,10314.539999999999,12,12,2.370833333333333,10.2,4,0,0,131,0.909,0.8517536456496417
ACC-002763,0.04755839110763266,0.5384363831497587,34017.54668549516,8499.99,3217.83,15,12,1.0,5.800000000000001,2,1,0,190,0.787,0.99948154493671
ACC-002764,0.04755839110763266,0.911164367724624,22295.59458859991,6638.52,2299.77,30,21,2.6083333333333334,26.400000000000002,3,2,0,415,0.581,1.1910011183226985
ACC-002765,0.04755839110763266,0.8987174753355059,172963.72792526116,41742.45,30247.350000000002,30,9,1.0,16.8,2,0,0,2016,0.943,0.9653455174919208
ACC-002766,0.04755839110763266,0.7039022422730424,28742.00236063732,9852.630000000001,4786.62,3,12,1.3791666666666667,23.0,3,1,0,651,0.679,1.3711836077197657
ACC-002767,0.04755839110763266,0.6118796253446637,53743.856159308125,19134.93,10610.97,18,15,1.8083333333333333,13.3,2,1,2,1237,0.749,1.4241568784521037
ACC-002768,0.04755839110763266,0.6739685198336707,79240.87279820995,24175.56,16069.650000000001,12,21,1.0,2.5,3,0,1,930,0.704,1.2203582483481428
ACC-002769,0.1251609965520298,1.0,10453.511767895112,6558.539999999999,5839.0199999999995,57,51,0.22916666666666666,67.0,5,49,43,110,0.438,2.509605863119798
ACC-002770,0.04755839110763266,0.8476540700677095,19446.787683087416,5718.0,4712.04,9,18,4.854166666666667,6.1,2,4,0,67,0.928,1.1761308211125234
ACC-002771,0.04755839110763266,0.6237918227377324,64675.25986049747,21531.21,15941.52,21,12,1.0,29.9,2,1,0,2026,0.904,1.331650012992212
ACC-002772,0.04755839110763266,0.8402176166059067,42826.15133615432,16420.41,9169.59,15,9,2.120833333333333,10.6,4,2,1,1129,0.752,1.5336803279757816
ACC-002773,0.04755839110763266,0.7224643640299457,182723.03031885484,23746.41,18418.23,15,21,1.5250000000000001,2.7,2,1,0,535,0.77,0.5198337043541607
ACC-002774,0.04755839110763266,0.7570283174997046,70737.64428677548,12980.91,5294.97,27,9,5.795833333333333,29.5,2,3,0,112,0.686,0.7340307890008521
ACC-002775,0.04755839110763266,0.5439511394892468,84182.16743832966,16862.1,13229.579999999998,18,21,1.0,16.6,3,1,0,93,0.613,0.8012194330709975
ACC-002776,0.04755839110763266,0.7080169359529148,9662.724885033656,1569.81,918.5699999999999,9,12,1.0,14.299999999999999,5,1,1,121,0.813,0.649837052910668
ACC-002777,0.04755839110763266,0.3811322112722292,78439.99008194309,16592.88,7581.960000000001,21,6,3.0541666666666667,10.2,6,1,1,202,0.739,0.8461432975697659
ACC-002778,0.04755839110763266,0.31232428711798077,55291.82240268409,15141.150000000001,8754.66,12,9,3.9333333333333336,19.6,2,1,1,582,0.911,1.0953634874913014
ACC-002779,0.04755839110763266,0.6312109810065067,141807.5305268232,32704.32,25287.39,27,12,5.295833333333333,7.3999999999999995,1,1,1,314,0.912,0.9224989901175096
ACC-002780,0.04755839110763266,0.389457823634229,38999.62661295732,8796.119999999999,6108.39,12,6,4.8875,32.7,3,0,0,442,0.759,0.9021735776148636
ACC-002781,0.04755839110763266,0.6727605712044358,80421.16412610431,28633.77,10943.28,12,12,1.0,31.5,3,0,0,701,0.894,1.4241911582480282
ACC-002782,0.04755839110763266,0.6062773126177973,31121.922390732783,9267.869999999999,6625.469999999999,12,15,1.0,3.9,2,1,0,1494,0.833,1.1911710300424283
ACC-002783,0.04755839110763266,0.5617985570442182,24469.762698669732,5208.36,4165.89,18,9,1.4041666666666668,18.6,5,0,0,214,0.898,0.8513960662596586
ACC-002784,0.04755839110763266,0.5520913948203082,42873.353447279835,8631.33,3369.6000000000004,15,21,1.8541666666666667,22.6,2,0,3,76,0.943,0.8052856231602649
