account_id,declared_income_annual,total_deposits_90d,total_withdrawals_90d,num_deposits_90d,num_withdrawals_90d,deposit_withdraw_cycle_days_avg,vpn_usage_pct,countries_accessed_count,device_id,ip_hash,account_age_days,kyc_face_match_score,is_fraud
ACC-L-01626,88680.41,29021.57,14719.03,12,2,23.98,11.94,1,DEV-L-01626,IP-L-01626,363,0.9068,False
ACC-L-00631,94177.42,18322.32,17220.06,7,1,14.8,10.16,1,DEV-L-00631,IP-L-00631,798,0.9849,False
ACC-L-04049,93324.86,25051.28,13869.17,8,5,28.87,16.08,3,DEV-L-04049,IP-L-04049,355,0.991,False
ACC-L-00942,59748.29,20219.33,13103.84,11,4,32.42,13.1,2,DEV-L-00942,IP-L-00942,157,0.9663,False
ACC-L-04337,35208.35,4687.06,3138.73,2,10,31.63,10.8,1,DEV-L-04337,IP-L-04337,690,0.9386,False
ACC-L-04260,54646.14,12300.8,8882.71,10,3,12.4,5.41,1,DEV-L-04260,IP-L-04260,669,0.9883,False
ACC-L-03420,68454.04,22632.45,21457.05,2,3,26.06,6.51,3,DEV-L-03420,IP-L-03420,498,0.9797,False
ACC-L-00374,67384.18,18495.73,12026.96,9,3,26.51,2.4,2,DEV-L-00374,IP-L-00374,496,0.9546,False
ACC-L-02546,44061.24,12640.87,9614.11,8,7,26.57,3.16,2,DEV-L-02546,IP-L-02546,257,0.9902,False
ACC-L-04041,40877.42,11829.14,9307.98,2,5,29.72,5.47,3,DEV-L-04041,IP-L-04041,371,0.9421,False
ACC-L-04718,28038.19,6221.67,5810.82,7,7,17.09,16.07,1,DEV-L-00218,IP-L-04718,91,0.9271,False
ACC-F-00233,43758.23,82407.64,69984.53,14,31,4.54,86.73,9,DEV-F-0011,IP-F-0074,115,0.638,True
ACC-L-04316,36701.15,5727.69,4900.65,12,5,27.75,3.56,3,DEV-L-04316,IP-L-04316,424,0.9736,False
ACC-L-01412,108960.62,36106.18,26364.74,6,10,21.63,8.7,2,DEV-L-01412,IP-L-01412,145,0.9725,False
ACC-L-00165,35905.71,12084.16,10306.49,4,9,27.26,8.58,2,DEV-L-00165,IP-L-00165,689,0.9221,False
ACC-L-03996,98816.33,33882.08,30422.96,13,9,30.88,12.02,2,DEV-L-03996,IP-L-03996,464,0.9971,False
ACC-L-01923,105389.74,23671.68,20092.86,12,10,17.39,3.66,1,DEV-L-01923,IP-L-01923,203,0.9648,False
ACC-L-01206,58828.52,9357.44,5126.36,14,8,29.37,5.43,1,DEV-L-01206,IP-L-01206,385,0.9042,False
ACC-L-00496,92345.5,28577.35,25309.9,10,6,14.05,9.0,3,DEV-L-00496,IP-L-00496,390,0.9498,False
ACC-F-00017,34373.71,28331.86,23715.09,10,26,4.43,85.46,3,DEV-F-0009,IP-F-0027,134,0.6398,True
ACC-L-00950,60801.32,17186.81,13788.11,11,1,27.44,6.04,2,DEV-L-00950,IP-L-00950,568,0.9561,False
ACC-L-01449,60641.76,14055.6,9602.62,5,7,16.08,6.72,2,DEV-L-01449,IP-L-01449,682,0.9886,False
ACC-L-03003,59124.91,14611.44,8874.88,4,5,17.15,10.13,2,DEV-L-03003,IP-L-03003,415,0.9877,False
ACC-L-00346,33603.15,9195.19,5149.28,9,11,15.92,8.15,3,DEV-L-00346,IP-L-00346,52,0.9083,False
ACC-L-02976,69657.47,13561.52,7656.55,8,1,27.3,13.74,3,DEV-L-02976,IP-L-02976,679,0.9698,False
ACC-L-04155,100139.7,19663.36,18402.57,7,11,30.62,8.33,1,DEV-L-04155,IP-L-04155,642,0.9378,False
ACC-L-04469,48297.85,16846.58,9560.9,10,1,21.32,14.17,3,DEV-L-04469,IP-L-04469,31,0.9289,False
ACC-L-01255,119159.41,25873.73,14463.94,11,5,22.6,6.03,2,DEV-L-01255,IP-L-01255,330,0.925,False
ACC-L-01162,65584.29,16792.96,13943.68,7,9,28.0,3.89,3,DEV-L-01162,IP-L-01162,146,0.9786,False
ACC-L-01715,51786.04,9643.31,8753.32,7,4,25.06,17.98,2,DEV-L-01715,IP-L-01715,643,0.9557,False
ACC-L-00121,97077.96,24982.6,19845.17,5,10,25.31,12.12,2,DEV-L-00121,IP-L-00121,266,0.929,False
ACC-L-01090,34075.94,7192.94,6779.05,10,10,15.68,6.44,2,DEV-L-01090,IP-L-01090,432,0.9861,False
ACC-L-00348,49780.68,6077.72,4811.94,13,6,22.25,17.47,3,DEV-L-00348,IP-L-00348,574,0.9572,False
ACC-F-00238,79283.93,147807.6,130435.33,13,24,2.42,87.77,7,DEV-F-0038,IP-F-0065,32,0.5331,True
ACC-L-03150,95468.72,28962.89,22263.81,5,9,20.03,2.64,2,DEV-L-03150,IP-L-03150,548,0.9518,False
ACC-L-01817,90872.17,11839.46,8500.48,10,9,15.73,15.4,3,DEV-L-01817,IP-L-01817,781,0.9657,False
ACC-L-00560,93625.48,12914.57,7074.07,10,1,15.7,17.65,1,DEV-L-00560,IP-L-00560,532,0.9212,False
ACC-L-00844,26420.25,8578.77,5235.01,7,3,30.11,8.54,2,DEV-L-00844,IP-L-00844,576,0.8936,False
ACC-L-04074,113598.35,29751.36,20091.62,13,5,25.33,9.27,2,DEV-L-04074,IP-L-04074,582,0.8891,False
ACC-L-04510,55339.31,10837.2,6152.51,11,11,17.84,4.47,2,DEV-L-00010,IP-L-04510,657,0.9038,False
ACC-L-03426,36705.1,7336.49,3945.27,12,10,33.43,3.73,2,DEV-L-03426,IP-L-03426,371,0.8908,False
ACC-L-03214,45217.26,12423.19,6870.09,8,3,20.96,10.84,1,DEV-L-03214,IP-L-03214,228,0.92,False
ACC-L-02853,50794.61,11062.49,6564.28,3,8,21.79,2.26,1,DEV-L-02853,IP-L-02853,392,0.9016,False
ACC-L-02499,41641.51,13269.15,11234.25,2,9,18.18,9.04,2,DEV-L-02499,IP-L-02499,626,0.9234,False
ACC-L-02045,63459.05,8193.97,5101.95,3,9,23.0,10.7,3,DEV-L-02045,IP-L-02045,538,0.9487,False
ACC-L-03942,42213.48,13300.54,7624.18,5,8,21.63,17.49,3,DEV-L-03942,IP-L-03942,232,0.9927,False
ACC-L-03458,29700.93,4242.6,2739.86,6,10,34.84,8.97,2,DEV-L-03458,IP-L-03458,237,0.9178,False
ACC-L-02768,53412.7,11168.24,10344.06,4,8,17.06,11.66,2,DEV-L-02768,IP-L-02768,129,0.9316,False
ACC-L-04002,59525.55,9536.0,6722.54,7,3,32.71,7.69,3,DEV-L-04002,IP-L-04002,714,0.9407,False
ACC-L-00553,115005.66,24999.05,12604.26,14,7,13.06,10.7,3,DEV-L-00553,IP-L-00553,313,0.8969,False
ACC-L-03940,35055.78,5987.69,5115.69,11,7,16.27,15.86,2,DEV-L-03940,IP-L-03940,341,0.8837,False
ACC-L-03455,112637.23,34960.51,23557.53,13,1,14.32,12.31,2,DEV-L-03455,IP-L-03455,792,0.9756,False
ACC-L-00501,67710.42,21158.06,16028.12,10,1,25.76,11.63,1,DEV-L-00501,IP-L-00501,249,0.9736,False
ACC-L-04394,70354.35,12024.09,9608.39,2,8,26.36,5.19,2,DEV-L-04394,IP-L-04394,454,0.9454,False
ACC-L-02281,59097.88,9104.78,5321.98,12,8,26.05,16.27,1,DEV-L-02281,IP-L-02281,490,0.8838,False
ACC-L-00371,54607.03,13150.64,6966.22,7,1,34.56,12.59,2,DEV-L-00371,IP-L-00371,555,0.9581,False
ACC-L-02047,78791.12,26124.38,16439.02,8,7,19.57,8.51,2,DEV-L-02047,IP-L-02047,612,0.9958,False
ACC-L-03578,35117.22,12001.15,11289.67,4,6,20.36,11.47,2,DEV-L-03578,IP-L-03578,271,0.9503,False
ACC-L-00316,28463.8,3760.95,3292.24,14,7,22.07,15.5,2,DEV-L-00316,IP-L-00316,107,0.9264,False
ACC-L-00885,93675.6,25128.44,20800.29,14,5,23.62,15.62,3,DEV-L-00885,IP-L-00885,121,0.9473,False
ACC-L-00954,42503.7,6141.06,5749.0,6,3,34.12,10.78,2,DEV-L-00954,IP-L-00954,63,0.9469,False
ACC-L-00797,98162.47,14975.37,13108.79,8,5,16.9,11.86,1,DEV-L-00797,IP-L-00797,787,0.8836,False
ACC-F-00051,45453.32,85053.95,62185.94,7,16,1.25,73.75,6,DEV-F-0009,IP-F-0033,33,0.5447,True
ACC-L-03401,113296.06,32943.86,18456.2,2,10,19.32,17.65,1,DEV-L-03401,IP-L-03401,544,0.8992,False
ACC-L-00794,80103.66,22871.98,12405.95,9,6,18.59,14.23,2,DEV-L-00794,IP-L-00794,384,0.9376,False
ACC-L-01931,60317.77,15182.08,13742.36,5,2,30.56,8.88,3,DEV-L-01931,IP-L-01931,258,0.9369,False
ACC-L-02438,40572.13,11109.63,8974.96,7,4,12.63,5.2,1,DEV-L-02438,IP-L-02438,148,0.9059,False
ACC-L-00284,95098.64,14452.19,10088.09,7,8,16.88,3.85,2,DEV-L-00284,IP-L-00284,416,0.8817,False
ACC-L-02934,57539.48,13801.61,8509.73,10,9,19.2,5.4,3,DEV-L-02934,IP-L-02934,76,0.9455,False
ACC-L-03607,98341.15,31571.72,21358.24,4,9,17.95,12.57,3,DEV-L-03607,IP-L-03607,45,0.8913,False
ACC-L-00193,94115.28,21779.21,17689.35,5,3,16.97,5.34,1,DEV-L-00193,IP-L-00193,615,0.8982,False
ACC-L-03354,39565.42,6805.8,4277.81,7,7,18.62,13.66,2,DEV-L-03354,IP-L-03354,687,0.9852,False
ACC-F-00195,49271.24,38228.93,32625.66,25,23,2.48,60.97,6,DEV-F-0000,IP-F-0042,157,0.5925,True
ACC-L-00865,111661.81,36328.4,28854.03,7,9,23.61,17.61,2,DEV-L-00865,IP-L-00865,719,0.9578,False
ACC-L-00515,44559.29,8643.96,6132.62,11,11,33.54,3.7,1,DEV-L-00515,IP-L-00515,145,0.9402,False
ACC-L-01695,80305.5,19387.93,13888.85,10,2,15.22,8.41,1,DEV-L-01695,IP-L-01695,449,0.959,False
ACC-L-02997,113203.35,25677.46,13195.81,4,3,30.3,12.35,2,DEV-L-02997,IP-L-02997,200,0.9628,False
ACC-L-02752,28394.26,5233.54,3452.94,13,7,32.3,15.57,1,DEV-L-02752,IP-L-02752,78,0.9019,False
ACC-L-01182,103717.58,22596.57,11926.63,10,1,15.94,17.45,3,DEV-L-01182,IP-L-01182,364,0.9535,False
ACC-L-03950,111798.23,18193.43,11703.15,2,11,23.39,6.06,1,DEV-L-03950,IP-L-03950,788,0.9773,False
ACC-L-02845,110513.39,17840.46,10493.63,14,7,23.49,13.33,2,DEV-L-02845,IP-L-02845,75,0.9201,False
ACC-L-02672,74473.55,22924.46,20245.04,7,8,12.21,14.7,1,DEV-L-02672,IP-L-02672,747,0.9866,False
ACC-L-00394,116613.56,18385.02,11669.72,3,3,16.69,6.17,1,DEV-L-00394,IP-L-00394,293,0.9958,False
ACC-L-00799,53261.8,10021.74,8283.03,13,6,15.42,9.3,2,DEV-L-00799,IP-L-00799,110,0.908,False
ACC-L-03495,40620.15,11177.28,10361.67,8,9,34.12,10.58,3,DEV-L-03495,IP-L-03495,185,0.9769,False
ACC-L-03843,37253.9,5845.46,4326.55,7,10,24.82,10.95,1,DEV-L-03843,IP-L-03843,206,0.9742,False
ACC-L-04153,111628.14,32916.8,19820.84,8,11,17.7,16.95,1,DEV-L-04153,IP-L-04153,458,0.9939,False
ACC-F-00120,45054.85,82621.03,79690.05,15,16,5.95,84.73,6,DEV-F-0022,IP-F-0054,52,0.8582,True
ACC-L-01802,101990.6,19275.66,10736.85,9,5,34.95,12.66,3,DEV-L-01802,IP-L-01802,186,0.9421,False
ACC-L-04008,78780.83,10770.56,9960.57,6,7,16.66,7.62,2,DEV-L-04008,IP-L-04008,167,0.9292,False
ACC-L-04638,70895.47,19202.75,17906.16,14,11,27.55,3.0,2,DEV-L-00138,IP-L-04638,771,0.9038,False
ACC-L-04084,63964.21,16883.24,9057.89,6,9,13.39,10.81,2,DEV-L-04084,IP-L-04084,476,0.962,False
ACC-L-04441,115180.24,23719.09,13072.73,3,3,27.02,15.61,3,DEV-L-04441,IP-L-04441,612,0.951,False
ACC-F-00134,79827.47,96671.01,79887.8,11,18,5.02,82.75,6,DEV-F-0000,IP-F-0011,153,0.7937,True
ACC-L-02210,54225.57,12609.22,7579.12,2,11,28.22,9.76,1,DEV-L-02210,IP-L-02210,746,0.9188,False
ACC-L-01704,107440.28,16927.98,15560.54,10,6,32.06,6.01,1,DEV-L-01704,IP-L-01704,413,0.9502,False
ACC-L-02213,63960.82,14182.92,12636.16,4,5,12.47,10.31,2,DEV-L-02213,IP-L-02213,536,0.8876,False
ACC-F-00184,38331.46,44880.37,37036.03,8,21,3.68,91.78,8,DEV-F-0008,IP-F-0033,108,0.6486,True
ACC-L-01142,32608.76,6937.29,4636.44,6,9,18.83,7.77,3,DEV-L-01142,IP-L-01142,363,0.9352,False
ACC-L-02026,28857.69,9924.83,5320.57,3,2,26.95,16.08,1,DEV-L-02026,IP-L-02026,52,0.9415,False
ACC-L-00261,110214.55,34674.44,20189.75,7,4,20.66,7.43,1,DEV-L-00261,IP-L-00261,725,0.9116,False
ACC-L-04479,96118.83,13335.49,9631.73,2,1,32.82,4.56,3,DEV-L-04479,IP-L-04479,67,0.9628,False
ACC-L-03804,36324.6,11506.89,5919.65,8,1,19.25,7.89,2,DEV-L-03804,IP-L-03804,132,0.8885,False
ACC-L-02887,79813.73,11695.47,8278.41,6,5,19.25,9.75,1,DEV-L-02887,IP-L-02887,612,0.9212,False
ACC-L-02419,50922.79,8571.54,5424.73,12,1,20.75,6.59,1,DEV-L-02419,IP-L-02419,54,0.9501,False
ACC-L-04523,38609.29,8426.56,7037.48,13,1,15.62,4.89,3,DEV-L-00023,IP-L-04523,699,0.9214,False
ACC-L-04611,94426.65,14799.7,11150.49,13,10,26.79,17.32,2,DEV-L-00111,IP-L-04611,389,0.9143,False
ACC-L-01867,64000.63,9419.95,5416.75,3,8,19.82,9.48,1,DEV-L-01867,IP-L-01867,404,0.9264,False
ACC-L-00001,82182.73,26732.43,18699.9,9,5,26.52,11.47,1,DEV-L-00001,IP-L-00001,522,0.9598,False
ACC-L-03276,60126.86,9514.03,7608.47,7,11,26.55,5.6,3,DEV-L-03276,IP-L-03276,636,0.9614,False
ACC-L-03309,43622.83,9851.89,7878.1,2,4,15.08,11.83,1,DEV-L-03309,IP-L-03309,57,0.9212,False
ACC-L-03761,33656.15,4717.32,3807.36,4,4,34.73,3.25,3,DEV-L-03761,IP-L-03761,714,0.8851,False
ACC-L-01257,114355.25,37391.35,24552.44,6,1,28.2,13.65,2,DEV-L-01257,IP-L-01257,648,0.9272,False
ACC-F-00122,68046.18,101453.09,77162.25,13,6,4.07,76.0,5,DEV-F-0003,IP-F-0012,139,0.7645,True
ACC-L-04009,95114.83,17371.78,12093.66,13,10,29.14,12.88,1,DEV-L-04009,IP-L-04009,167,0.9338,False
ACC-L-03083,117278.5,31131.74,29377.56,10,6,15.35,2.65,2,DEV-L-03083,IP-L-03083,533,0.9928,False
ACC-L-01621,115261.73,25196.76,13485.12,13,10,14.45,10.8,3,DEV-L-01621,IP-L-01621,246,0.9861,False
ACC-L-03442,43947.05,12722.68,8351.48,5,9,33.56,14.08,1,DEV-L-03442,IP-L-03442,582,0.9148,False
ACC-L-00317,83587.71,26579.53,17430.55,3,8,26.2,16.16,1,DEV-L-00317,IP-L-00317,106,0.9705,False
ACC-L-01121,117088.21,17829.54,13627.39,9,4,18.27,11.25,3,DEV-L-01121,IP-L-01121,732,0.903,False
ACC-L-02935,65960.59,9944.61,5903.28,5,4,18.13,2.36,1,DEV-L-02935,IP-L-02935,72,0.9043,False
ACC-L-03705,81258.73,27590.17,22221.76,9,8,29.2,8.02,2,DEV-L-03705,IP-L-03705,250,0.9358,False
ACC-L-00806,44928.66,6157.25,4366.27,9,5,14.19,17.21,2,DEV-L-00806,IP-L-00806,745,0.9246,False
ACC-L-00606,91008.62,27578.43,18011.4,7,4,23.03,2.25,1,DEV-L-00606,IP-L-00606,55,0.9233,False
ACC-L-03588,80729.76,25845.01,22875.87,14,4,24.63,12.43,3,DEV-L-03588,IP-L-03588,559,0.9629,False
ACC-L-02610,27083.4,9153.95,4644.4,9,5,15.89,8.28,1,DEV-L-02610,IP-L-02610,85,0.9198,False
ACC-L-04519,117913.9,30035.62,22579.8,8,10,18.9,7.34,3,DEV-L-00019,IP-L-04519,277,0.9656,False
ACC-L-00526,104320.89,32734.12,20833.42,8,9,30.51,7.9,1,DEV-L-00526,IP-L-00526,759,0.9084,False
ACC-L-00470,63552.15,21811.15,12008.64,3,4,20.82,8.79,1,DEV-L-00470,IP-L-00470,243,0.8878,False
ACC-L-02460,99752.68,25860.66,15770.76,8,9,16.42,3.6,1,DEV-L-02460,IP-L-02460,503,0.9328,False
ACC-L-02404,30058.11,5266.61,4605.38,3,2,20.0,6.06,3,DEV-L-02404,IP-L-02404,616,0.978,False
ACC-L-04627,72344.1,24323.43,13972.07,14,10,32.5,12.02,3,DEV-L-00127,IP-L-04627,655,0.8929,False
ACC-L-00352,43264.5,8271.22,7764.25,3,2,22.23,11.22,2,DEV-L-00352,IP-L-00352,635,0.9278,False
ACC-L-03572,81308.93,20168.48,17715.62,12,10,32.24,16.2,2,DEV-L-03572,IP-L-03572,686,0.9015,False
ACC-L-00994,51922.78,13874.85,10731.23,13,4,26.3,4.05,2,DEV-L-00994,IP-L-00994,468,0.9673,False
ACC-L-04595,81166.96,18918.71,15170.77,4,5,31.97,11.35,1,DEV-L-00095,IP-L-04595,260,0.9196,False
ACC-L-04591,46607.34,15183.08,8817.67,2,11,30.47,6.96,3,DEV-L-00091,IP-L-04591,93,0.8929,False
ACC-L-00068,65981.16,18831.47,14189.44,6,3,19.51,15.43,1,DEV-L-00068,IP-L-00068,301,0.9855,False
ACC-L-00578,107776.69,37694.69,29156.59,2,4,17.18,6.11,1,DEV-L-00578,IP-L-00578,681,0.9521,False
ACC-L-03013,65620.17,8978.29,6148.86,7,10,13.5,10.16,2,DEV-L-03013,IP-L-03013,167,0.9226,False
ACC-L-00024,83962.75,13963.16,9464.4,13,5,22.94,10.69,3,DEV-L-00024,IP-L-00024,131,0.95,False
ACC-L-02414,32345.29,7274.31,6316.09,5,2,25.39,16.09,1,DEV-L-02414,IP-L-02414,646,0.8905,False
ACC-L-00299,93885.56,28461.33,24898.59,9,4,30.2,11.62,2,DEV-L-00299,IP-L-00299,601,0.975,False
ACC-L-03391,83324.7,16448.93,13657.63,6,11,24.75,12.97,2,DEV-L-03391,IP-L-03391,296,0.8877,False
ACC-L-03803,112314.76,16759.09,11637.74,11,5,15.41,16.93,3,DEV-L-03803,IP-L-03803,330,0.9041,False
ACC-L-04642,96123.91,23385.86,15946.26,11,10,25.68,15.22,2,DEV-L-00142,IP-L-04642,566,0.9896,False
ACC-L-02684,63783.64,10493.72,8351.46,12,6,31.06,5.96,1,DEV-L-02684,IP-L-02684,364,0.903,False
ACC-L-00355,58043.12,15245.26,11360.17,5,10,18.66,5.82,2,DEV-L-00355,IP-L-00355,615,0.9652,False
ACC-L-00646,62689.12,21048.02,11974.44,3,11,17.48,15.12,2,DEV-L-00646,IP-L-00646,215,0.8953,False
ACC-L-00277,62222.03,18949.87,12384.88,6,11,27.54,10.14,3,DEV-L-00277,IP-L-00277,625,0.9592,False
ACC-L-04357,27821.43,6116.02,4175.39,14,2,24.67,13.35,2,DEV-L-04357,IP-L-04357,729,0.9078,False
ACC-L-02097,91787.72,30615.59,24762.78,6,1,30.66,12.74,2,DEV-L-02097,IP-L-02097,569,0.9976,False
ACC-L-03189,56740.88,12211.65,11072.01,11,8,32.97,4.63,2,DEV-L-03189,IP-L-03189,745,0.9689,False
ACC-L-04748,118201.68,40947.19,29173.32,5,2,24.58,7.13,2,DEV-L-00248,IP-L-04748,660,0.9164,False
ACC-L-04576,71245.11,15183.18,12034.53,13,3,13.13,4.45,1,DEV-L-00076,IP-L-04576,704,0.8809,False
ACC-L-03672,62282.62,7819.16,7214.03,10,5,20.84,14.97,2,DEV-L-03672,IP-L-03672,50,0.8859,False
ACC-L-00048,111551.53,34893.43,28585.48,11,3,23.34,8.47,1,DEV-L-00048,IP-L-00048,727,0.9115,False
ACC-L-01869,91982.31,28941.0,17537.45,2,11,30.38,4.21,2,DEV-L-01869,IP-L-01869,266,0.9137,False
ACC-L-02286,101608.71,16253.72,8928.96,14,7,15.36,12.06,3,DEV-L-02286,IP-L-02286,232,0.902,False
ACC-L-03953,63277.65,10892.15,5796.5,9,1,18.72,4.21,1,DEV-L-03953,IP-L-03953,259,0.9055,False
ACC-L-03004,94425.52,24842.53,12774.55,8,5,19.95,10.67,2,DEV-L-03004,IP-L-03004,614,0.8934,False
ACC-L-03475,79076.8,18518.68,15989.24,10,3,32.36,11.38,3,DEV-L-03475,IP-L-03475,120,0.9889,False
ACC-L-01010,112750.49,22342.66,16227.53,11,8,15.63,11.44,3,DEV-L-01010,IP-L-01010,340,0.927,False
ACC-L-01308,81658.95,19202.94,18083.88,6,10,17.85,14.36,2,DEV-L-01308,IP-L-01308,110,0.9477,False
ACC-L-03019,81111.3,14917.84,9200.37,6,11,28.18,5.7,3,DEV-L-03019,IP-L-03019,556,0.8933,False
ACC-L-03796,44325.1,15371.1,14024.52,2,2,27.18,10.54,2,DEV-L-03796,IP-L-03796,575,0.9676,False
ACC-L-00506,69113.27,15180.57,13053.19,10,10,30.96,11.04,2,DEV-L-00506,IP-L-00506,625,0.8861,False
ACC-L-00760,56288.58,8544.23,5806.39,6,3,26.08,8.93,2,DEV-L-00760,IP-L-00760,108,0.951,False
ACC-L-02544,73060.1,10854.91,7832.94,2,7,16.44,12.83,1,DEV-L-02544,IP-L-02544,651,0.9741,False
ACC-L-02655,102628.48,35546.71,32932.71,13,10,23.05,12.29,1,DEV-L-02655,IP-L-02655,585,0.9248,False
ACC-L-01620,74241.42,19966.31,13637.11,7,3,30.8,5.3,1,DEV-L-01620,IP-L-01620,637,0.9608,False
ACC-L-01979,71866.0,11355.17,7796.57,14,11,18.58,11.59,1,DEV-L-01979,IP-L-01979,215,0.9739,False
ACC-L-00923,63899.72,21675.22,19278.88,7,3,15.66,8.97,3,DEV-L-00923,IP-L-00923,473,0.9488,False
ACC-L-01582,32860.18,9751.42,5615.99,4,4,31.4,11.25,3,DEV-L-01582,IP-L-01582,356,0.944,False
ACC-L-00126,49659.76,6343.81,5681.73,4,5,26.49,15.73,2,DEV-L-00126,IP-L-00126,360,0.9037,False
ACC-L-03603,40673.32,10709.34,7471.51,4,4,18.59,16.62,3,DEV-L-03603,IP-L-03603,570,0.8903,False
ACC-L-03366,106385.45,31562.13,21119.49,14,7,12.14,5.26,2,DEV-L-03366,IP-L-03366,403,0.9863,False
ACC-L-00548,99107.98,29472.9,17761.7,4,2,20.74,10.03,2,DEV-L-00548,IP-L-00548,734,0.8933,False
ACC-L-00128,34017.2,11897.36,7697.45,12,10,12.13,9.45,3,DEV-L-00128,IP-L-00128,61,0.9285,False
ACC-L-00908,115282.63,15754.19,9970.31,5,4,24.74,8.12,3,DEV-L-00908,IP-L-00908,352,0.946,False
ACC-L-03569,114079.15,33940.8,28644.06,4,5,25.3,8.31,1,DEV-L-03569,IP-L-03569,726,0.9164,False
ACC-L-02542,27399.18,5384.42,3322.41,12,6,25.23,4.08,2,DEV-L-02542,IP-L-02542,792,0.9754,False
ACC-L-01990,80442.07,10324.59,6205.66,9,11,24.52,8.98,1,DEV-L-01990,IP-L-01990,732,0.9947,False
ACC-L-03785,54758.06,8626.49,6554.76,2,3,16.95,10.04,3,DEV-L-03785,IP-L-03785,599,0.9369,False
ACC-L-02412,106656.81,24433.82,12873.58,6,3,30.71,13.9,2,DEV-L-02412,IP-L-02412,208,0.955,False
ACC-L-03762,77120.6,25849.24,22874.57,11,8,16.84,10.23,2,DEV-L-03762,IP-L-03762,55,0.9288,False
ACC-L-02707,70259.63,23771.98,18119.2,14,10,12.99,13.88,3,DEV-L-02707,IP-L-02707,160,0.9632,False
ACC-L-03677,96493.93,15843.13,11700.32,6,6,12.72,7.16,1,DEV-L-03677,IP-L-03677,31,0.9389,False
ACC-L-00788,41547.5,10625.91,8637.52,12,4,27.96,16.15,1,DEV-L-00788,IP-L-00788,616,0.8869,False
ACC-L-03009,104155.51,24866.73,22995.39,12,1,22.35,7.76,3,DEV-L-03009,IP-L-03009,678,0.9259,False
ACC-L-01094,97600.95,24752.6,19344.54,8,2,16.63,14.92,3,DEV-L-01094,IP-L-01094,83,0.932,False
ACC-L-02255,44729.8,15121.0,14001.3,8,3,23.91,11.47,1,DEV-L-02255,IP-L-02255,615,0.9184,False
ACC-L-01471,95377.68,29794.32,15631.08,11,10,26.12,3.11,2,DEV-L-01471,IP-L-01471,171,0.9841,False
ACC-L-04413,87481.73,16856.58,15069.54,3,3,23.73,11.65,1,DEV-L-04413,IP-L-04413,249,0.898,False
ACC-F-00175,52801.84,49841.1,40344.06,33,28,3.58,94.51,5,DEV-F-0016,IP-F-0016,113,0.7568,True
ACC-L-04643,62479.09,9469.33,5169.09,10,5,25.55,14.97,3,DEV-L-00143,IP-L-04643,673,0.941,False
ACC-L-01659,42864.63,5183.79,4271.07,4,3,19.19,14.19,2,DEV-L-01659,IP-L-01659,780,0.9558,False
ACC-F-00045,34294.17,39245.47,33343.41,24,19,3.07,66.91,5,DEV-F-0002,IP-F-0040,78,0.5041,True
ACC-L-03159,99560.79,24142.92,18569.44,5,2,24.06,11.21,2,DEV-L-03159,IP-L-03159,218,0.9581,False
ACC-L-04424,43866.87,13203.51,11350.2,6,6,29.85,17.1,3,DEV-L-04424,IP-L-04424,167,0.9638,False
ACC-L-00825,79997.07,16825.05,12786.72,7,3,20.92,4.56,1,DEV-L-00825,IP-L-00825,357,0.8966,False
ACC-L-02579,54360.24,15835.41,8258.26,5,9,30.65,8.95,3,DEV-L-02579,IP-L-02579,620,0.8965,False
ACC-L-01254,28716.86,9695.54,9199.48,11,9,28.13,3.96,3,DEV-L-01254,IP-L-01254,75,0.9175,False
ACC-L-02059,37811.69,10690.47,9259.5,9,1,32.88,12.36,1,DEV-L-02059,IP-L-02059,657,0.9332,False
ACC-L-01186,111318.02,20615.83,18652.01,11,9,25.39,12.71,1,DEV-L-01186,IP-L-01186,472,0.9145,False
ACC-L-02168,61759.86,14087.28,8101.08,6,6,27.32,11.4,1,DEV-L-02168,IP-L-02168,348,0.9506,False
ACC-L-03736,83092.87,28576.45,25295.02,5,3,16.52,12.02,3,DEV-L-03736,IP-L-03736,316,0.9467,False
ACC-L-02848,79109.5,23263.51,15814.71,5,6,26.55,10.09,2,DEV-L-02848,IP-L-02848,132,0.9037,False
ACC-L-04338,72502.41,19941.77,10994.71,3,8,23.93,16.56,1,DEV-L-04338,IP-L-04338,340,0.8868,False
ACC-L-00033,83292.39,11692.51,8411.97,5,6,19.04,10.79,2,DEV-L-00033,IP-L-00033,652,0.9918,False
ACC-L-04668,76645.76,23015.38,20485.84,3,7,22.5,4.08,2,DEV-L-00168,IP-L-04668,284,0.9146,False
ACC-L-00592,62462.41,7513.94,4163.26,2,9,20.81,5.55,1,DEV-L-00592,IP-L-00592,431,0.8888,False
ACC-L-01263,42736.4,7078.52,5044.2,2,3,12.42,4.37,3,DEV-L-01263,IP-L-01263,476,0.9091,False
ACC-L-00918,27503.0,7975.83,5129.29,13,9,21.93,9.25,3,DEV-L-00918,IP-L-00918,522,0.8879,False
ACC-L-01342,62539.17,16908.82,11787.38,9,7,28.54,4.02,2,DEV-L-01342,IP-L-01342,58,0.9246,False
ACC-L-03210,34217.38,5533.45,3980.89,9,11,29.66,13.62,2,DEV-L-03210,IP-L-03210,488,0.8824,False
ACC-L-02915,63119.39,11411.73,8640.46,11,1,18.3,5.82,3,DEV-L-02915,IP-L-02915,340,0.9316,False
