account_id,declared_monthly_income,account_age_days,country_of_registration,avg_monthly_deposit,avg_monthly_withdrawal,deposit_income_ratio,num_deposits_30d,num_withdrawals_30d,deposit_withdraw_time_hours,net_flow_ratio,num_logins_30d,vpn_login_ratio,countries_accessed,high_risk_country_access,device_id,ip_address,kyc_doc_score,face_match_score,selfie_liveness_pass,shared_device_count,shared_ip_count,linked_account_count
ACC-002295,1587.9871477210686,539,GB,1198.37,747.89,0.7546461842010282,4,4,24.0,0.376,39,0.119,"[""DE"", ""CA"", ""ES""]",False,DEV-L06622,IP-L08896,0.864,0.842,True,0,3,3
ACC-002296,4455.1787024879695,1750,BR,6926.45,6182.23,1.5546970884632527,6,5,314.3,0.107,43,0.195,"[""GB"", ""YY""]",True,DEV-L01159,IP-L04626,0.871,0.917,True,0,2,2
ACC-002297,6244.993486530896,642,NL,5505.86,3282.0,0.8816444705928783,3,4,24.0,0.404,48,0.147,"[""ES""]",False,DEV-L03560,IP-L06117,0.729,0.67,True,0,1,1
ACC-002298,10465.463071327613,45,MX,7291.97,6084.74,0.6967649138056857,7,2,24.0,0.166,28,0.333,"[""YY"", ""BR""]",True,DEV-L06849,IP-L02243,0.691,0.961,True,0,0,0
ACC-002299,6522.6462250424365,49,AU,8546.66,5506.06,1.3103061668951204,9,2,32.3,0.356,37,0.063,"[""SG""]",False,DEV-L01760,IP-L05442,0.916,0.907,True,0,2,2
ACC-002300,3966.970545553051,2434,XX,2806.5,2346.19,0.7074658858495738,7,4,24.0,0.164,20,0.01,"[""YY"", ""BR""]",True,DEV-L07679,IP-L02675,0.805,0.881,True,2,2,4
ACC-002301,4851.731452270161,217,MX,2611.66,1824.18,0.5382939033944606,6,4,24.0,0.302,41,0.486,"[""IN""]",False,DEV-L03236,IP-L05898,0.796,0.844,True,1,1,2
ACC-002302,6742.523027862368,650,YY,6136.91,2285.58,0.910180326066979,4,8,100.5,0.628,25,0.286,"[""XX""]",True,DEV-L04276,IP-L04723,0.875,0.801,True,0,3,3
ACC-002303,7367.485760476525,109,SG,5913.52,2107.64,0.8026506533308653,7,4,38.4,0.644,47,0.396,"[""AU"", ""XX"", ""SG""]",True,DEV-L05644,IP-L01115,0.813,0.889,True,1,0,1
ACC-002304,1197.89268153212,187,ES,3166.6,2934.33,2.643471973385235,11,13,18.2,0.073,44,0.926,"[""ES"", ""FR"", ""BR"", ""IT""]",False,DEV-C03,IP-C03,0.339,0.25,False,49,51,100
ACC-002305,7466.543463773936,1047,US,8093.26,5748.35,1.0839364998348864,12,1,28.9,0.29,23,0.205,"[""IN"", ""FR"", ""YY""]",True,DEV-L01876,IP-L05363,0.615,0.851,True,0,5,5
ACC-002306,4429.258567443749,535,AU,4700.16,2680.9,1.0611616047672352,3,4,24.0,0.43,54,0.361,"[""ZZ"", ""MX"", ""GB""]",True,DEV-L03375,IP-L02750,0.888,0.752,True,0,2,2
ACC-002307,3130.5952088246886,257,CA,4297.17,2396.49,1.3726381511823886,7,4,133.8,0.442,33,0.033,"[""ZZ"", ""AU""]",True,DEV-L03276,IP-L00448,0.816,0.855,True,0,3,3
ACC-002308,4768.959867132373,896,ES,2487.8,1732.68,0.5216658393948397,4,3,41.0,0.304,50,0.218,"[""DE"", ""YY"", ""IT"", ""US""]",True,DEV-L04172,IP-L08989,0.842,0.959,True,1,1,2
ACC-002309,9339.29868553102,381,ZZ,8440.57,5344.92,0.9037691400044103,10,1,24.0,0.367,37,0.258,"[""IN"", ""DE"", ""ES""]",False,DEV-L02182,IP-L03326,0.861,0.683,True,0,0,0
ACC-002310,2793.9368138367513,1098,AU,1372.53,578.52,0.491251470735187,4,6,75.2,0.579,38,0.27,"[""CA"", ""SG""]",False,DEV-L00719,IP-L01522,0.863,0.942,True,2,0,2
ACC-002311,3102.887587845121,262,BR,3641.1,3004.62,1.1734542711160076,5,1,48.1,0.175,47,0.09,"[""SG"", ""XX""]",True,DEV-L01069,IP-L05562,0.835,0.972,True,1,1,2
ACC-002312,5308.435791727547,541,IN,7603.86,5489.43,1.4324112009388654,6,4,35.1,0.278,51,0.33,"[""XX"", ""NL""]",True,DEV-L04887,IP-L04674,0.756,0.869,False,2,5,7
ACC-002313,9134.685162528302,2500,CA,8285.68,5724.72,0.9070573532505917,6,3,24.0,0.309,43,0.196,"[""YY"", ""IT"", ""NL"", ""GB"", ""CA""]",True,DEV-L02156,IP-L07944,0.83,0.879,True,1,1,2
ACC-002314,3451.2824164562153,472,AU,2770.35,1623.02,0.8027022760551138,6,2,24.0,0.414,45,0.333,"[""BR"", ""DE"", ""AU"", ""US""]",False,DEV-L04139,IP-L05629,0.632,0.889,True,0,2,2
ACC-002315,8896.361125333211,806,FR,5716.27,4958.15,0.6425401959772788,4,6,56.9,0.133,29,0.182,"[""AU"", ""MX"", ""IT""]",False,DEV-L06405,IP-L06871,0.77,0.881,True,0,0,0
ACC-002316,2889.2076739186587,143,MX,11938.5,11231.16,4.132102601954406,11,11,2.1,0.059,29,0.509,"[""YY"", ""DE"", ""IT"", ""BR"", ""AU"", ""SG"", ""FR"", ""XX"", ""MX""]",True,DEV-C01,IP-C01,0.584,0.553,True,49,51,100
ACC-002317,5863.470237074608,467,XX,9770.52,7025.32,1.6663379409950239,7,11,24.0,0.281,44,0.438,"[""SG"", ""IT"", ""DE""]",False,DEV-L05353,IP-L02910,0.841,0.927,True,2,1,3
ACC-002318,10020.874163832697,495,BR,14277.73,12701.41,1.4247990789319251,6,5,24.0,0.11,23,0.271,"[""NL"", ""GB""]",False,DEV-L00360,IP-L06365,0.894,0.832,True,1,0,1
ACC-002319,3591.0601860382703,120,IN,4873.3,3189.45,1.3570642301923383,4,5,37.1,0.346,46,0.334,"[""SG""]",False,DEV-L08401,IP-L03943,0.905,0.952,True,2,0,2
ACC-002320,12134.88500243908,307,NL,16295.06,10689.31,1.3428274977996928,5,4,32.3,0.344,41,0.168,"[""DE"", ""SG""]",False,DEV-L08128,IP-L00877,0.962,0.927,True,0,0,0
ACC-002321,12036.80820418085,301,ES,13411.99,10412.2,1.114247988291379,6,7,385.1,0.224,38,0.115,"[""XX""]",True,DEV-L07791,IP-L02523,0.643,0.909,True,1,2,3
ACC-002322,11610.742901089607,132,CA,26616.44,8367.01,2.2923975483516683,7,8,122.3,0.686,46,0.155,"[""XX"", ""SG"", ""GB""]",True,DEV-L06270,IP-L08583,0.698,0.75,True,0,0,0
ACC-002323,7238.540570399342,242,IT,9971.87,3682.97,1.3776080141241371,4,8,261.4,0.631,53,0.448,"[""ES"", ""ZZ"", ""NL"", ""XX""]",True,DEV-L05088,IP-L07564,0.679,0.886,True,0,1,1
ACC-002324,2307.64855120714,2500,YY,1890.94,1526.74,0.8194220202711184,4,4,57.4,0.193,35,0.281,"[""AU"", ""ZZ"", ""IT""]",True,DEV-L02321,IP-L08149,0.761,0.703,True,0,1,1
ACC-002325,7304.231698076583,412,XX,3828.34,2657.43,0.524125949759597,7,3,24.0,0.306,23,0.323,"[""MX"", ""BR"", ""AU"", ""ZZ"", ""XX""]",True,DEV-L08330,IP-L08294,0.829,0.777,True,4,6,10
ACC-002326,11519.772631055994,551,FR,4232.09,3764.84,0.3673765307128367,5,5,72.6,0.11,30,0.132,"[""MX"", ""GB""]",False,DEV-L05333,IP-L08675,0.806,0.856,True,0,1,1
ACC-002327,1028.998210097308,2500,GB,908.93,494.83,0.8833137668538757,8,1,135.1,0.456,25,0.17,"[""BR"", ""SG"", ""ES""]",False,DEV-L04319,IP-L05389,0.798,0.906,True,0,2,2
ACC-002328,6522.231000909017,33,ZZ,8315.12,4724.59,1.2748883806900653,6,5,24.0,0.432,48,0.417,"[""BR"", ""FR""]",False,DEV-L03205,IP-L02161,0.768,0.77,True,0,3,3
ACC-002329,6284.574659505546,2500,IT,9198.9,6423.52,1.4637270700921297,5,6,71.2,0.302,23,0.258,"[""FR"", ""ES""]",False,DEV-L05351,IP-L04553,0.852,0.964,True,2,1,3
ACC-002330,3316.7993970916878,850,CA,3069.93,1253.74,0.9255701259177572,9,3,24.0,0.592,26,0.215,"[""DE"", ""BR"", ""US"", ""YY""]",True,DEV-L07946,IP-L00610,0.703,0.833,True,0,1,1
ACC-002331,1558.486354840102,117,IT,1015.85,480.32,0.6518187672761232,5,6,53.7,0.527,22,0.243,"[""ZZ"", ""AU"", ""SG""]",True,DEV-L01466,IP-L06236,0.819,0.742,True,2,0,2
ACC-002332,3747.885549344375,116,CA,2183.35,1782.1,0.5825550282618168,11,4,24.0,0.184,38,0.442,"[""XX"", ""IN"", ""AU""]",True,DEV-L02146,IP-L02272,0.739,0.94,True,0,1,1
ACC-002333,6634.417643830226,895,SG,6595.24,5156.0,0.9940951228509319,6,4,24.0,0.218,30,0.225,"[""AU""]",False,DEV-L00719,IP-L04680,0.957,0.854,True,2,2,4
ACC-002334,3383.783844063936,876,NL,3592.4,2308.63,1.0616503115502998,12,5,107.5,0.357,36,0.263,"[""MX"", ""FR"", ""ES"", ""XX""]",True,DEV-L03642,IP-L00063,0.886,0.716,True,3,3,6
ACC-002335,12459.26528592525,622,IT,4754.49,2449.64,0.38160258892830146,5,3,57.4,0.485,17,0.088,"[""CA"", ""IN"", ""GB""]",False,DEV-L07446,IP-L01733,0.862,0.962,True,2,1,3
ACC-002336,4998.731720467828,156,SG,5032.8,3431.09,1.0068150741382305,12,2,30.0,0.318,48,0.356,"[""GB"", ""DE"", ""US"", ""IN"", ""SG"", ""CA"", ""ES""]",False,DEV-L01542,IP-L02415,0.76,0.93,True,0,7,7
ACC-002337,5329.799214449236,510,CA,7682.63,3100.02,1.4414485837544626,10,4,95.4,0.596,49,0.112,"[""MX"", ""IN"", ""ES"", ""AU""]",False,DEV-L06090,IP-L05217,0.832,0.904,True,2,2,4
ACC-002338,4186.698408059559,211,DE,4440.7,2486.31,1.0606686942247237,2,0,28.1,0.44,38,0.048,"[""ES"", ""MX"", ""FR"", ""NL""]",False,DEV-L08187,IP-L06643,0.826,0.885,True,2,2,4
ACC-002339,4138.310532948386,306,NL,4139.29,2491.03,1.0002357651486142,8,6,24.0,0.398,42,0.09,"[""ZZ"", ""YY"", ""IN""]",True,DEV-L02458,IP-L06028,0.848,0.72,True,0,3,3
ACC-002340,1819.8977584389759,767,DE,3064.48,3042.38,1.6838762165358128,15,16,9.4,0.007,30,0.692,"[""NL"", ""BR"", ""CA"", ""MX"", ""ZZ"", ""YY""]",True,DEV-C04,IP-C04,0.907,0.334,True,49,47,96
ACC-002341,4830.938863346373,204,AU,5384.81,2968.23,1.1146507128707293,5,3,81.7,0.449,21,0.017,"[""SG"", ""ES"", ""GB""]",False,DEV-L02749,IP-L01948,0.821,0.839,True,3,3,6
ACC-002342,4103.357748767856,49,YY,4989.1,2621.11,1.2158580377422303,6,5,24.0,0.475,43,0.371,"[""IN"", ""FR"", ""NL""]",False,DEV-L08092,IP-L08524,0.948,0.906,True,1,2,3
ACC-002343,3492.838436103979,1814,IT,2666.34,1724.9,0.7633736813771582,8,5,86.1,0.353,32,0.125,"[""FR"", ""CA"", ""ZZ"", ""AU""]",True,DEV-L00189,IP-L06008,0.81,0.95,True,1,0,1
ACC-002344,2073.6626328207544,217,GB,8805.13,8434.37,4.246173526323466,11,10,57.1,0.042,31,0.62,"[""AU"", ""IT"", ""BR"", ""ES"", ""CA"", ""US"", ""IN"", ""ZZ""]",True,DEV-C05,IP-C05,0.573,0.519,True,49,46,95
ACC-002345,4583.035365250464,1590,FR,8302.15,5427.89,1.8114968096544828,7,6,24.0,0.346,41,0.305,"[""IT"", ""YY""]",True,DEV-L08368,IP-L08168,0.777,0.635,True,2,2,4
ACC-002346,8735.100076926754,256,SG,10941.84,6695.9,1.2526285715348555,6,6,24.0,0.388,39,0.117,"[""IT"", ""ES"", ""ZZ""]",True,DEV-L07003,IP-L08406,0.675,0.882,True,2,1,3
ACC-002347,5219.9161638228825,222,XX,5303.03,2714.76,1.0159230701481357,8,4,97.6,0.488,46,0.026,"[""IN"", ""NL"", ""DE"", ""YY""]",True,DEV-L05873,IP-L04714,0.841,0.897,True,2,2,4
ACC-002348,3048.410723583862,50,MX,3155.97,2432.83,1.0352833235168843,9,5,720.0,0.229,42,0.056,"[""ZZ"", ""AU"", ""YY""]",True,DEV-L02839,IP-L03513,0.954,0.722,True,0,0,0
ACC-002349,2415.7703987461896,2500,ZZ,2076.45,676.35,0.8595410384289243,3,6,37.2,0.674,43,0.232,"[""IN"", ""NL""]",False,DEV-L01135,IP-L06357,0.702,0.624,True,0,0,0
ACC-002350,4845.494971216448,1152,CA,8624.94,3982.45,1.7799914094203255,7,5,24.0,0.538,43,0.031,"[""CA"", ""ES""]",False,DEV-L02247,IP-L06548,0.712,0.842,True,0,0,0
ACC-002351,9189.079870029607,156,ES,15574.02,9301.91,1.6948395668631544,1,7,24.0,0.403,46,0.151,"[""AU"", ""YY"", ""DE"", ""XX"", ""ZZ"", ""NL""]",True,DEV-L01548,IP-L06532,0.69,0.831,True,1,1,2
ACC-002352,12326.338039233626,1012,IT,12556.22,10643.44,1.0186493774836223,2,3,24.3,0.152,17,0.33,"[""US""]",False,DEV-L03062,IP-L07975,0.961,0.884,True,1,2,3
ACC-002353,15027.219811411562,1177,US,18744.86,6434.06,1.247393854664326,5,4,24.0,0.657,39,0.14,"[""SG"", ""IT"", ""NL""]",False,DEV-L07210,IP-L03539,0.788,0.89,True,1,0,1
ACC-002354,9412.195530014467,494,ZZ,22375.86,14549.67,2.3773267522583703,5,2,46.7,0.35,17,0.111,"[""DE"", ""FR""]",False,DEV-L00526,IP-L02807,0.851,0.787,True,2,1,3
ACC-002355,14212.961334369067,479,CA,17354.48,6977.06,1.221032037061416,10,5,58.6,0.598,20,0.333,"[""ZZ"", ""IN"", ""IT""]",True,DEV-L06882,IP-L01654,0.695,0.764,True,1,3,4
ACC-002356,3014.396029859932,398,ZZ,1754.14,539.06,0.5819220353559423,6,7,24.0,0.693,42,0.531,"[""CA"", ""FR"", ""GB"", ""SG""]",False,DEV-L04041,IP-L05024,0.913,0.891,True,2,0,2
ACC-002357,6434.157139838132,184,IN,8525.73,6991.24,1.3250737958325782,9,4,24.0,0.18,38,0.19,"[""IN"", ""YY"", ""SG""]",True,DEV-L04417,IP-L08977,0.755,0.881,True,1,1,2
ACC-002358,3091.8131633342296,269,SG,1611.4,1330.91,0.5211834751432078,8,3,69.4,0.174,27,0.234,"[""US"", ""ZZ"", ""BR""]",True,DEV-L02883,IP-L05884,0.933,0.687,True,1,2,3
ACC-002359,6498.98803848832,153,FR,4459.77,2073.45,0.6862258633173782,8,2,24.0,0.535,41,0.216,"[""DE""]",False,DEV-L04585,IP-L08108,0.943,0.845,True,0,1,1
ACC-002360,4916.317203607655,198,NL,14984.01,14930.84,3.0478121596001846,13,11,0.5,0.004,41,0.579,"[""IN"", ""CA"", ""XX"", ""IT"", ""FR"", ""DE"", ""US"", ""AU""]",True,DEV-C12,IP-C12,0.672,0.446,True,49,54,103
ACC-002361,3682.7977908827033,2120,GB,3559.19,1873.13,0.9664360232213768,6,4,43.3,0.474,43,0.394,"[""SG"", ""NL"", ""XX""]",True,DEV-L07873,IP-L06051,0.95,0.637,True,0,1,1
ACC-002362,6245.469546205037,579,FR,6895.93,2264.36,1.1041487065370537,4,2,24.0,0.672,30,0.267,"[""DE"", ""GB"", ""BR""]",False,DEV-L01238,IP-L08041,0.893,0.898,True,0,0,0
ACC-002363,5194.122857872793,238,AU,8025.87,3488.1,1.5451827321034088,6,3,24.0,0.565,44,0.142,"[""BR"", ""IN""]",False,DEV-L01737,IP-L02189,0.783,0.818,True,1,0,1
ACC-002364,5764.7888391977995,258,YY,12920.87,8919.82,2.2413430684766786,6,2,32.4,0.31,21,0.181,"[""BR"", ""SG"", ""DE"", ""XX"", ""MX""]",True,DEV-L06549,IP-L00410,0.701,0.701119632762956,True,0,0,0
ACC-002365,4474.2052374934765,575,IN,4845.32,2052.97,1.0829452032810718,9,3,28.8,0.576,34,0.345,"[""ES"", ""AU"", ""CA"", ""YY"", ""MX""]",True,DEV-L08102,IP-L04786,0.864,0.725,False,1,1,2
ACC-002366,2223.04183089855,705,SG,2517.28,1626.7,1.132358407180123,7,0,24.0,0.354,35,0.08,"[""XX"", ""DE""]",True,DEV-L02109,IP-L05446,0.367,0.714,True,1,2,3
ACC-002367,11627.136880709639,466,GB,15273.93,6254.7,1.3136446286519081,5,5,720.0,0.59,45,0.061,"[""ES"", ""IN""]",False,DEV-L08126,IP-L07300,0.844,0.877,True,3,3,6
ACC-002368,6431.1168724534045,196,SG,4645.72,1974.6,0.7223811229348878,4,5,24.0,0.575,30,0.302,"[""SG"", ""YY"", ""BR""]",True,DEV-L02403,IP-L08262,0.652,0.713,True,1,0,1
ACC-002369,7164.348929808323,1302,IN,5075.03,3579.31,0.7083733963876626,7,4,24.0,0.295,45,0.176,"[""XX"", ""GB"", ""MX"", ""ZZ""]",True,DEV-L06701,IP-L03295,0.951,0.863,True,1,1,2
ACC-002370,11338.973176964222,457,FR,9301.58,7646.47,0.8203194479168344,7,4,381.8,0.178,42,0.067,"[""XX"", ""IN"", ""ZZ"", ""YY"", ""ES""]",True,DEV-L02121,IP-L03582,0.786,0.679,True,3,0,3
ACC-002371,8962.076892058905,639,US,8655.99,6482.52,0.9658463903911012,7,4,24.0,0.251,37,0.032,"[""ES""]",False,DEV-L04197,IP-L05700,0.637,0.902,True,3,2,5
ACC-002372,1962.1605927176518,49,BR,1320.78,442.19,0.6731248570736111,3,5,24.0,0.665,27,0.304,"[""GB"", ""CA""]",False,DEV-L01085,IP-L08645,0.9,0.913,True,1,1,2
ACC-002373,10129.18759755502,324,MX,8777.11,7494.04,0.8665166843324349,5,4,67.3,0.146,32,0.035,"[""DE"", ""NL""]",False,DEV-L02348,IP-L04874,0.715,0.766,True,2,2,4
ACC-002374,5816.9373664318155,820,US,7102.78,2814.52,1.2210520230919157,4,4,30.8,0.604,34,0.036,"[""FR"", ""ZZ""]",True,DEV-L02349,IP-L05743,0.847,0.932,True,0,2,2
ACC-002375,5352.869549500242,117,SG,6747.25,4968.79,1.2604912870851668,6,1,35.4,0.264,16,0.7162642645300621,"[""YY"", ""DE"", ""BR""]",True,DEV-L07265,IP-L06103,0.764,0.776,True,1,1,2
ACC-002376,6916.395528428662,70,DE,5547.33,4087.08,0.8020550815446986,6,2,48.2,0.263,49,0.165,"[""GB"", ""US"", ""DE"", ""BR""]",False,DEV-L07358,IP-L02031,0.866,0.399,True,0,1,1
ACC-002377,6199.58390345813,1250,US,4444.57,2537.42,0.7169142183921529,7,7,25.2,0.429,32,0.15,"[""SG"", ""ZZ"", ""ES""]",True,DEV-L06808,IP-L03556,0.75,0.577,True,0,0,0
ACC-002378,3221.266773120119,457,ES,1728.11,1103.26,0.5364695856019559,3,3,24.0,0.362,20,0.256,"[""AU"", ""IN"", ""ZZ""]",True,DEV-L05299,IP-L03094,0.885,0.898,True,1,0,1
ACC-002379,2352.473510886513,493,DE,2799.03,1000.84,1.1898243791018779,4,4,73.2,0.642,33,0.172,"[""DE"", ""GB"", ""ES"", ""IN"", ""BR""]",False,DEV-L05725,IP-L05489,0.671,0.756,True,2,1,3
ACC-002380,800.0,603,ES,891.23,787.59,1.1140422061128363,7,2,24.0,0.116,45,0.134,"[""IN"", ""GB"", ""BR""]",False,DEV-L05279,IP-L00372,0.712,0.637,True,1,1,2
ACC-002381,8339.280292670424,522,US,6505.11,2204.07,0.7800567558846856,5,7,24.0,0.661,40,0.067,"[""GB""]",False,DEV-L07617,IP-L06279,0.966,0.884,True,2,1,3
ACC-002382,18016.999224329265,30,ZZ,9054.58,7660.64,0.5025573589408754,6,6,37.8,0.154,47,0.131,"[""BR"", ""YY""]",True,DEV-L04369,IP-L03941,0.83,0.687,True,1,0,1
ACC-002383,3589.024774410438,268,YY,4382.35,1969.46,1.221043286126075,6,3,24.0,0.551,46,0.264,"[""SG"", ""ZZ"", ""US"", ""XX""]",True,DEV-L03944,IP-L05868,0.506,0.886,True,2,1,3
ACC-002384,9548.526455129671,349,IT,11158.79,5968.08,1.1686403145168214,8,1,120.5,0.465,45,0.322,"[""XX"", ""FR"", ""GB""]",True,DEV-L08041,IP-L00131,0.793,0.815,True,2,1,3
ACC-002385,2897.134423230273,474,ZZ,2121.36,1600.99,0.7322266671667026,5,6,720.0,0.245,31,0.251,"[""XX"", ""GB""]",True,DEV-L06516,IP-L05906,0.938,0.943,True,3,1,4
ACC-002386,3638.6754956729023,414,DE,2352.5,1946.64,0.6465252216112214,9,3,720.0,0.173,44,0.085,"[""ES"", ""CA"", ""YY""]",True,DEV-L00807,IP-L00050,0.947,0.876,True,2,2,4
ACC-002387,10465.093824003043,262,NL,21272.93,15257.75,2.0327509504959487,6,7,24.0,0.283,20,0.028,"[""AU"", ""IT""]",False,DEV-L00055,IP-L03664,0.982,0.916,True,1,0,1
ACC-002388,3102.5302933605094,973,ES,3013.93,1124.05,0.9714434097587706,5,3,24.0,0.627,28,0.15,"[""CA"", ""DE""]",False,DEV-L06030,IP-L08131,0.936,0.903,True,2,1,3
ACC-002389,3881.6353199395726,303,YY,2738.14,1399.97,0.7054100165537656,11,3,40.3,0.489,44,0.139,"[""ES"", ""IN"", ""YY""]",True,DEV-L00079,IP-L02966,0.99,0.829,True,2,1,3
ACC-002390,3960.5380916295976,485,YY,4942.11,3291.68,1.2478374016953035,5,4,44.9,0.334,34,0.088,"[""ES"", ""NL"", ""BR"", ""XX"", ""YY""]",True,DEV-L03728,IP-L04536,0.969,0.907,True,1,1,2
ACC-002391,4266.118251300358,1989,ES,2541.05,2266.15,0.5956362410026743,9,7,24.0,0.108,39,0.21,"[""YY"", ""ES""]",True,DEV-L08410,IP-L00947,0.777,0.463,True,0,3,3
ACC-002392,9334.185042144078,95,ES,9420.7,5116.46,1.0092682336994745,7,2,31.7,0.457,46,0.202,"[""XX"", ""MX""]",True,DEV-L00594,IP-L05030,0.862,0.909,True,2,2,4
ACC-002393,2405.7835539267867,41,NL,2859.8,1377.07,1.1887175858316357,5,6,37.3,0.518,50,0.267,"[""BR"", ""MX"", ""GB"", ""FR"", ""ES""]",False,DEV-L03055,IP-L04205,0.907,0.681,True,3,0,3
ACC-002394,3907.5647007856364,568,ZZ,4221.09,1976.42,1.0802343998697403,6,6,107.6,0.532,30,0.081,"[""CA"", ""IN"", ""ZZ""]",True,DEV-L02660,IP-L06856,0.574,0.769,False,2,1,3
ACC-002395,3052.8152883233565,725,SG,3026.64,2458.81,0.991424912689808,3,0,187.7,0.188,48,0.099,"[""YY"", ""IT"", ""XX""]",True,DEV-L05318,IP-L02552,0.877,0.943,True,1,0,1
ACC-002396,1462.3809768254548,2500,ES,1231.65,495.57,0.8422191688293058,5,12,24.0,0.598,44,0.482,"[""NL"", ""BR"", ""IT"", ""US""]",False,DEV-L08062,IP-L01040,0.859,0.9,False,2,1,3
ACC-002397,6007.683877793792,416,IT,4966.35,3410.97,0.8266666340778455,5,6,24.0,0.313,24,0.487,"[""US"", ""AU"", ""FR""]",False,DEV-L04172,IP-L02946,0.942,0.971,True,1,1,2
ACC-002398,4490.578712003863,338,DE,7842.84,6344.74,1.7465101788942727,5,8,104.4,0.191,22,0.108,"[""BR""]",False,DEV-L03680,IP-L04807,0.911,0.904,True,3,1,4
ACC-002399,861.3242487081345,238,IT,658.32,534.55,0.7643064051272502,6,2,182.9,0.188,34,0.06,"[""AU"", ""YY""]",True,DEV-L03872,IP-L01867,0.738,0.878,True,0,0,0
ACC-002400,6874.938760264097,1193,DE,6125.67,2316.61,0.8910146790962025,4,3,24.0,0.622,31,0.366,"[""US"", ""IN""]",False,DEV-L01161,IP-L03920,0.958,0.902,True,2,1,3
ACC-002401,6431.938399710053,671,SG,3015.41,2339.72,0.46881752124718334,5,6,24.0,0.224,38,0.489,"[""MX"", ""IN"", ""YY""]",True,DEV-L07738,IP-L08456,0.653,0.94,True,3,0,3
ACC-002402,3649.072772700042,916,ZZ,7607.73,6479.41,2.0848399200892587,5,5,152.2,0.148,51,0.023,"[""ZZ"", ""AU""]",True,DEV-L05182,IP-L01526,0.91,0.967,True,0,1,1
ACC-002403,2438.143573463797,532,IN,2292.56,1764.34,0.9402902189665467,7,4,25.5,0.23,39,0.211,"[""SG"", ""IT"", ""US""]",False,DEV-L04394,IP-L01158,0.794,0.745,True,1,0,1
ACC-002404,4848.225283377235,950,IN,5603.76,4040.48,1.1558383707763642,3,5,24.0,0.279,43,0.092,"[""US"", ""MX"", ""CA"", ""SG""]",False,DEV-L03513,IP-L01144,0.819,0.88,True,0,0,0
ACC-002405,25000.0,1643,FR,49024.6,29911.96,1.9609840695990757,5,1,24.0,0.39,45,0.307,"[""IN"", ""FR""]",False,DEV-L04723,IP-L04213,0.982,0.692,True,3,2,5
ACC-002406,4277.85127710827,732,IT,3374.31,2566.47,0.7887862194962528,5,9,31.0,0.239,45,0.176,"[""CA"", ""IN""]",False,DEV-L03026,IP-L06998,0.665,0.894,True,0,3,3
ACC-002407,3375.7572824938475,235,MX,2222.55,1435.22,0.658385265198004,5,8,644.1,0.354,40,0.467,"[""ES""]",False,DEV-L07271,IP-L06171,0.922,0.658,True,0,1,1
ACC-002408,3783.5328173028433,153,ZZ,4595.54,2502.28,1.2146162189765077,5,2,67.4,0.455,40,0.064,"[""AU"", ""NL"", ""MX"", ""YY""]",True,DEV-L02203,IP-L03419,0.931,0.62,False,0,0,0
ACC-002409,2076.566354991611,471,ZZ,2319.84,1383.31,1.1171540103922848,6,7,24.0,0.404,19,0.172,"[""XX"", ""FR"", ""CA""]",True,DEV-L02699,IP-L00560,0.667,0.794,True,1,1,2
ACC-002410,10515.380855786094,1832,FR,21989.66,15231.18,2.0911902454378253,9,5,38.5,0.307,22,0.078,"[""US"", ""ES""]",False,DEV-L03411,IP-L01689,0.655,0.801,True,4,1,5
ACC-002411,2615.7055595326324,495,ZZ,2897.4,1841.08,1.1076940075962343,9,4,140.5,0.365,41,0.032,"[""XX""]",True,DEV-L01369,IP-L06007,0.74,0.817,True,0,0,0
ACC-002412,2074.198614123107,76,XX,2776.86,1947.7,1.338765044887274,5,4,48.1,0.299,32,0.047,"[""AU"", ""IT""]",False,DEV-L00976,IP-L04272,0.604,0.847,True,0,1,1
ACC-002413,3537.11315538829,2386,US,3774.23,3355.38,1.0670379375700254,7,3,39.6,0.111,23,0.277,"[""US"", ""DE""]",False,DEV-L00118,IP-L01542,0.995,0.804,True,0,2,2
ACC-002414,11698.084381386947,639,IT,8425.68,3847.2,0.7202615526963866,7,6,25.2,0.543,29,0.071,"[""DE"", ""US"", ""SG""]",False,DEV-L00972,IP-L00915,0.935,0.905,True,2,1,3
ACC-002415,7764.410275554969,368,IN,4390.77,3940.49,0.5654994913285627,7,4,24.0,0.103,34,0.328,"[""ZZ"", ""AU"", ""YY"", ""CA""]",True,DEV-L00586,IP-L08542,0.84,0.775,True,1,0,1
ACC-002416,4122.70630180551,341,ES,5593.05,1859.62,1.3566446936803571,3,4,27.8,0.668,36,0.336,"[""CA"", ""XX"", ""SG"", ""US""]",True,DEV-L07354,IP-L04591,0.831,0.888,True,1,0,1
ACC-002417,3726.6632200591566,40,IT,2539.34,1687.9,0.6813985496105657,10,3,24.0,0.335,39,0.115,"[""YY""]",True,DEV-L08464,IP-L02927,0.925,0.862,True,1,2,3
ACC-002418,3410.168189254396,176,DE,4293.08,3693.72,1.2589051429034268,2,4,24.0,0.14,22,0.189,"[""XX"", ""AU""]",True,DEV-L06276,IP-L04290,0.781,0.902,True,2,0,2
ACC-002419,3442.51063371186,173,IN,3520.24,1272.47,1.0225791056702946,8,4,29.2,0.639,37,0.272,"[""CA"", ""IT""]",False,DEV-L06446,IP-L05167,0.869,0.943,True,3,2,5
